address,id,info,latlng,name,score,tel,type
雁塔区太平堡三道巷38号,191719233,"2019年装修 ,2019年开业 ","108.967087,34.215033",金芙蓉酒店,4.8,['电话：18049077645'],经济型
雁塔区电子正街287号（我爱我家小区旁）,175319278,"2018年装修 ,2018年开业 ","108.920453,34.2042",尚客优快捷酒店(西安电子城店),4.5,['电话：029-88890533'],经济型
莲湖区北大街一号宏府嘉会B座8032室（钟楼地铁站A入口北二十米，山水时尚酒店楼上）,1443090,"2016年装修 ,2011年开业 ","108.946421,34.26278",丽都公寓酒店(钟鼓楼回民街店),5.0,['电话：029-86334055/18991148817'],经济型
高陵区泾渭路2562号杨官寨村综合楼4号楼,193969700,"2019年装修 ,2019年开业 ","109.004752,34.46361",Y酒店(西安泾渭工业园店),4.9,['电话：029-86032678/029-86959088/13333568215'],舒适型
未央区经济技术开发区北二环与未央路立交交汇处东南角陕西海联大厦（大明宫西地铁站北150米）,2533549,"2018年装修 ,2010年开业 ","108.947776,34.30842",如家酒店(西安北二环大明宫西地铁站店),4.8,['电话：029-86365588'],经济型
雁塔区科技二路东段西安文理学院北门西100米（刘小厨隔壁，仙草堂楼下）,30518,"2016年装修 ,2011年开业 ","108.907109,34.219596",布丁酒店(西安科技二路文理学院北门店),4.6,['电话：029-88269770'],经济型
莲湖区沣镐东路190号（桃园路与沣镐东路交叉口西南角）,665558,"2009年装修 ,2009年开业 ","108.900334,34.258912",如家酒店(西安西稍门机场大巴站店),4.3,['电话：029-88881199-9'],经济型
灞桥区咸宁东路531号（安装四处公交站西50米路北，江浙商城旁）,1515355,"2015年装修 ,2012年开业 ","109.027493,34.251435",高阁快捷酒店,4.1,['电话：029-83288117/83294477'],经济型
未央区尚贤路2号兴隆苑小区10号楼4层408,192641640,"2018年装修 ,2019年开业 ","108.953894,34.389958",西安福福酒店,5.0,['电话：18182402185'],经济型
新城区顺城北路东段火车站东广场尚勤门与尚俭门城墙连接处（火车站广场东200米）,50521755,"2015年装修 ,2015年开业 ","108.966056,34.276236",布丁酒店(西安明城墙火车站店),4.1,['电话：029-63398299/83509059'],经济型
新城区尚德路255号（近火车站）,101059165,"2017年装修 ,2017年开业 ","108.96095,34.273808",尚客优连锁酒店(西安火车站店),4.0,['电话：029-87481000'],经济型
雁塔区高新科技路76号（科技路地铁站D口东300米路北，近徐家庄西南口）,191288349,"2018年装修 ,2019年开业 ","108.908448,34.229677",都市花园酒店(西安高新区科技路地铁站店),5.0,['电话：029-89189070/17349068358'],经济型
莲湖区北大街1号西华门十字宏府嘉会广场C座,81101328,"2019年装修 ,2015年开业 ","108.946727,34.263005",派酒店(西安钟楼回民街地铁站店),4.9,['电话：029-87384925'],经济型
未央区太华北路大明宫万达广场4号公寓15楼（4号地铁余家寨C口出旁）,42517250,"2015年装修 ,2015年开业 ","108.97228,34.316466",金地假日酒店(西安余家寨地铁站店),4.9,['电话：029-86677555'],舒适型
碑林区文艺北路甲字一号（文昌门外东南角，近永宁门地铁站）,1172325,"2016年装修 ,2011年开业 ","108.954356,34.249986",加利利连锁酒店(南门碑林博物馆店),4.5,['电话：029-85233777/85239666'],经济型
新城区韩森路101号华林大厦内（韩森路与康乐路交汇处）,1497971,"2015年装修 ,2011年开业 ","109.010092,34.259383",润佳连锁酒店(西安工程大学万寿路地铁站店),4.5,['电话：029-82516000/62780222'],经济型
新城区解放路258号欢乐城7楼（解放路万达广场对面）,1543167,"2016年装修 ,2012年开业 ","108.962608,34.268222",布丁酒店(西安火车站五路口地铁站店),4.0,['电话：029-62636088'],经济型
碑林区大学南路246号（西北大学旁）,2466660,"2018年装修 ,2013年开业 ","108.921947,34.245873",古都朗悦酒店(边家村西北大学店),4.8,['电话：029-88499123/88482698/88480425'],舒适型
莲湖区沣镐东路42号（华润万家南100米）,2526511,"2018年装修 ,2008年开业 ","108.890171,34.257318",如家酒店(西安西二环土门店),4.9,['电话：029-84236868-9'],经济型
长安区韦曲街道长兴南路出入境管理局对面（延安大学创新学院南200米）,192300995,"2019年装修 ,2019年开业 ","108.934561,34.149358",轻住·长安州际酒店,5.0,['电话：029-86193888'],舒适型
新城区东八路百瑞大厦18号（东八路与尚勤路交叉口）,5789439,"2015年装修 ,2014年开业 ","108.96786,34.27465",7天连锁酒店(西安火车站店),4.2,['电话：029-87376077'],经济型
莲湖区西大街与桥梓口交汇处南150米如意大厦（近钟鼓楼、回民街）,2400904,"2017年装修 ,2012年开业 ","108.932843,34.257392",布丁酒店(西安钟鼓楼回民街西大街儿童医院店),4.2,['电话：029-87626688'],经济型
碑林区东大街132号（近地铁4号线大差市站C出口，第四医院旁）,40987833,"2019年装修 ,2015年开业 ","108.965351,34.258272",布丁酒店(西安钟鼓楼大差市地铁站店),4.2,['电话：029-87376699/17719026001'],经济型
灞桥区新医路唐都医院正门向南100米,175328208,"2018年装修 ,2018年开业 ","109.062861,34.280605",青梅精品酒店(唐都医院店),4.8,['电话：029-68807535/15332412348'],经济型
雁塔区西影路289号（与经九路交汇处，地铁3号线北池头站东行600米）,674065,"2017年装修 ,2008年开业 ","108.984303,34.227007",山水商务酒店,4.0,['电话：029-85566333'],经济型
新城区西七路291号西北设计院内（近回民街，北大街地铁站D出口）,2488415,"2017年装修 ,2016年开业 ","108.949185,34.274656",布丁酒店(西安钟楼北大街地铁站店),4.8,['电话：029-68765333-802'],经济型
未央区北二环路名京·九合院8号楼1单元11楼,164014775,"2019年装修 ,2019年开业 ","108.944288,34.309195",西安君名主题酒店,5.0,['电话：029-89368899/13319230203'],经济型
雁塔区白沙路与科创路交汇处东南角（毗邻西安文理学院）,1172309,"2017年装修 ,2011年开业 ","108.909145,34.224506",布丁酒店(西安科技路店),4.4,['电话：029-88237811'],经济型
莲湖区红庙坡十字西南角龙湖MOCO星悦荟2号楼1楼大厅,4670514,"2014年装修 ,2014年开业 ","108.920566,34.285139",大麦酒店(大兴东路龙湖星悦荟购物中心店),4.3,['电话：029-86232433/86232477'],舒适型
碑林区建东街东段2号（建东街与乐居场交汇处西南角，距交大西门300米）,52130026,"2017年装修 ,2015年开业 ","108.975623,34.245956",优瑞商旅酒店(西安交大南门铁一中店),4.7,['电话：029-63609888/63609966/18092686569'],舒适型
雁塔区电子正街北山门298号,175335854,"2018年装修 ,2018年开业 ","108.919793,34.206567",艺纶酒店,4.8,['电话：029-81294886/13609157991'],经济型
雁塔区长安中路215号西旅国际大厦24楼50号（小寨金莎国际北侧，哆啦星球体验中心同栋）,112676175,"2018年装修 ,2013年开业 ","108.947604,34.227211",巧克力主题酒店(小寨大雁塔店),4.9,['电话：029-85425942'],经济型
长安区广场北路美达广场A座1层（张家村社区隔壁，工会医院斜对面）,169147898,"2018年装修 ,2018年开业 ","108.926653,34.168683",轻住·摩汀酒店,5.0,['电话：029-89050022'],舒适型
未央区凤城六路新界小区398号（近凤城五路地铁D口，赛高街区购物中心）,187314975,"2018年装修 ,2018年开业 ","108.948227,34.333147",希岸酒店(西安凤城五路地铁口北客站店),4.9,['电话：029-89169903'],高档型
碑林区朱雀大街155号（省体育场西门往北200米，朱雀家居城对面）,682839,"2014年装修 ,2010年开业 ","108.939444,34.235562",爱客酒店(朱雀大街省体育场店),4.0,['电话：029-62522988/62610777/88663302'],经济型
雁塔区西影路小天使幼儿园旁（等驾坡站牌西10米）,5925216,"2014年装修 ,2014年开业 ","109.010055,34.237952",如家酒店(西安大雁塔西影路阳光小区店),4.7,['电话：029-85526777'],经济型
新城区长缨东路付24号（长缨路站牌旁）,2364573,"2013年装修 ,2012年开业 ","109.003797,34.277194",故乡润土酒店,4.1,['电话：029-62790777'],舒适型
莲湖区西大街330号安定广场1号楼（儿童医院对面沃尔玛超市西50米）,92289363,"2016年装修 ,2016年开业 ","108.925979,34.25838",派酒店(西安钟楼西门店),4.6,['电话：029-68596666'],经济型
碑林区建国路88号新兴大厦（吴铭火锅人人居隔壁）,1161331,"2016年装修 ,2011年开业 ","108.966805,34.255657",卡森酒店(钟鼓楼永兴坊店),4.5,['电话：029-88123393'],舒适型
莲湖区劳动路160号（西稍门北300米路西、近劳动路地铁站B出口）,6792202,"2015年装修 ,2014年开业 ","108.90964,34.264678",7天连锁酒店(西安西稍门劳动路地铁站店),4.5,['电话：029-68721777'],经济型
碑林区太白北路260号天润大厦（边家村工人文化宫旁）,41032217,"2018年装修 ,2015年开业 ","108.923146,34.244909",7天优品酒店(西安明城墙西北大学店),4.6,['电话：029-62318777'],经济型
长安区新华街411号（长安广场北侧，新华街苏宁电器西侧）,41419509,"2015年装修 ,2015年开业 ","108.929736,34.159466",汉庭(西安长安太阳新城店),4.8,['电话：029-84198899-0'],经济型
未央区凤城十一路与凤城北路十字西南角,156641201,"2017年装修 ,2017年开业 ","108.943701,34.355004",保罗假日酒店(西安北客站行政中心店),4.9,['电话：029-86621666/15829883006'],舒适型
碑林区互助路中段16号,1099092,"2015年装修 ,2011年开业 ","108.991904,34.259651",故乡沃顿酒店,4.1,['电话：029-83180777'],经济型
莲湖区大兴东路2号龙湖星悦荟2号楼5号厅（招商银行旁）,5587812,"2014年装修 ,2014年开业 ","108.92065,34.285223",非繁·心恬酒店(西安红庙坡店),4.7,['电话：029-68227396/68227397'],舒适型
莲湖区环城西路北段210号（西门外向北200米）,1485570,"2011年装修 ,2011年开业 ","108.922245,34.262687",格林豪泰快捷酒店(西安钟鼓楼美食街古城墙西门快捷酒店),3.9,['电话：029-88612288'],经济型
雁塔区电子三路与电子正街交汇处西300米路南（近电子城、奥帕商场）,164980877,"2017年装修 ,2018年开业 ","108.915967,34.208112",都市118连锁酒店(西安雁塔电子三路店),4.8,['电话：029-84501519'],经济型
碑林区振兴路136号（南门外西南角，与大学东路交汇处）,2367600,"2015年装修 ,2011年开业 ","108.942762,34.249818",龙溪酒店(西安明城墙南门店),4.7,['电话：029-88669909/88666066'],经济型
碑林区南稍门中贸广场5号楼1单元7楼708室,97345716,"2016年装修 ,2016年开业 ","108.946391,34.243779",心灵主题酒店,4.5,['电话：13359255069'],经济型
未央区凤城二路与先锋一路交汇处大明宫万达广场13号公寓楼11层（地铁4号线余家寨C出口东50米、光大银行北）,96907664,"2016年装修 ,2016年开业 ","108.974188,34.316651",山楂树精品影院酒店(大明宫万达广场店),4.9,['电话：029-86100079/17792945629'],经济型
碑林区东大街与解放路交汇处东100米路北（市第四医院隔壁，艾斯丁酒店斜对面）,1052477,"2016年装修 ,2015年开业 ","108.964129,34.259699",星期天快捷酒店(钟楼第四医院店),4.1,['电话：029-87400509/18792859964'],经济型
灞桥区咸宁东路与长田路交汇处北50米（信苑小区旁）,151068547,"2017年装修 ,2017年开业 ","109.033958,34.253133",尚客优连锁酒店(西安田家湾店),4.5,['电话：029-89530966/89531966'],经济型
未央区浐灞生态区矿山路上东大道11号楼（距地铁3号线辛家庙站C口约300米）,71484152,"2016年装修 ,2016年开业 ","108.998367,34.301262",锦江之星品尚(西安东二环辛家庙地铁站店)(原矿山路店),4.6,['电话：029-81018888/13720558339'],舒适型
雁塔区含光南路3号（近南二环，距地铁3号线100米）,667543,"2013年装修 ,2008年开业 ","108.932525,34.225996",颐和宫大酒店,4.2,['电话：029-62666888/62997031/62997033'],高档型
碑林区外环城南路西段202号（近西北大学北门、含光门明城墙）,116014495,"2017年装修 ,2017年开业 ","108.927901,34.250556",H酒店·西安钟鼓楼南门外西北大学水晶店,5.0,['电话：029-82166888/82166999/13359220279'],高档型
雁塔区吉祥路332号,165826792,"2018年装修 ,2018年开业 ","108.920304,34.223625",派酒店(西安太白南路地铁站店),4.8,['电话：029-83538899'],经济型
莲湖区青年路22号（青年路与立新街交叉口东50米路南，北大街地铁A1出口西200米）,6414934,"2014年装修 ,2014年开业 ","108.943825,34.27093",速8酒店(西安北大街地铁站青年路店),4.3,['电话：029-68790066/68513999'],经济型
未央区凤城二路与文景路十字东南角海璟国际B2座（近2号线图书馆B口、蓝海风万邦书城）,175346464,"2018年装修 ,2018年开业 ","108.938356,34.317108",希岸酒店(西安凤城二路地铁站店),5.0,['电话：029-65679099/17792295082'],高档型
新城区东站路68号（东站路与兴工西路交叉口南50米路西）,1485538,"2019年装修 ,2011年开业 ","109.002517,34.283383",轻住·泽兰雅家酒店,5.0,['电话：029-82556700/17392560762'],舒适型
莲湖区西大街439号（西门里北100米浙商银行院内，儿童医院东100米）,63381583,"2015年装修 ,2015年开业 ","108.92911,34.259951",汉庭(西安钟鼓楼回民街店),4.7,['电话：029-87368899-0'],经济型
未央区北二环中段唐宫皇家置业小区商务楼（近顶新路）,668618,"2018年装修 ,2008年开业 ","108.958102,34.310568",如家酒店·neo(西安北二环大明宫万达广场店),4.9,['电话：029-86178666'],经济型
碑林区环城东路中段63号（朝阳门南200米东，中山门对面）,6697273,"2014年装修 ,2014年开业 ","108.972536,34.265147",如家酒店(永兴坊美食街中山门店),5.0,['电话：029-82490666'],经济型
未央区玄武路中段79号锦园世纪城（锦园小学）西侧，紧邻大明宫西地铁站D出口,41407215,"2015年装修 ,2015年开业 ","108.959877,34.305578",华尔菲酒店(大明宫遗址公园店),4.8,['电话：029-86366655'],舒适型
雁塔区朱雀大街南段12号城市立方,107188856,"2018年装修 ,2018年开业 ","108.937377,34.194352",锦江之星品尚(西安会展中心城市立方店),4.7,['电话：029-88662666-0'],舒适型
碑林区互助路26号（互助路与东二环路交叉口西200米路南，中国银行隔壁）,3312222,"2014年装修 ,2013年开业 ","108.992625,34.25955",7天连锁酒店(西安理工大学长乐公园地铁站店),4.8,['电话：029-89335700/89330777/15291980229'],经济型
雁塔区沣惠南路与科技六路交汇处西南角橡树街区C座15楼（高新万达ONE对面）,96347599,"2019年装修 ,2016年开业 ","108.886141,34.211255",悦酒店,4.9,['电话：029-81292758'],舒适型
雁塔区慈恩东路10号7幢5单元（雁南一路与慈恩东路交汇处西南角）,96945533,"2016年装修 ,2016年开业 ","108.966214,34.21133",喆·啡酒店(西安大雁塔大唐芙蓉园店),4.4,['电话：029-65651166/89138659'],高档型
雁塔区永松路100号（高新南二环与永松路交口南100米路西，近凯德广场）,165060928,"2018年装修 ,2018年开业 ","108.924616,34.230142",H酒店·西安南二环永松路水晶店,5.0,['电话：029-89388866'],舒适型
碑林区骡马市步行街26号（兴正元广场正对面，近2号线钟楼地铁站）,666191,"2014年装修 ,2007年开业 ","108.95003,34.25776",锦江之星(西安钟楼骡马市店),4.5,['电话：029-87269696-0'],经济型
莲湖区劳动南路14号（大唐西市向南100米西工大西门对面）,1524252,"2018年装修 ,2010年开业 ","108.908669,34.243777",神隆大酒店(大唐西市店),4.7,['电话：029-84359645-9645/029-88699988-8000'],舒适型
碑林区含光路与南二环十字东北角御指美御隔壁（怡兰新主角3楼）,52781865,"2015年装修 ,2015年开业 ","108.932282,34.230993",乐菲米主题酒店(含光路体育学院店),4.4,['电话：029-85253777'],舒适型
未央区未央路与凤城六路交汇处向西100米（雅荷春天对面，近地铁2号线凤城五路站A口出）,1518983,"2015年装修 ,2012年开业 ","108.943717,34.333604",维雅纳酒店(西安高铁北站店),4.8,['电话：029-86176666'],高档型
莲湖区西稍门西关机场东门（民航大酒店北侧巷内）,1110669,"2012年装修 ,1993年开业 ","108.909077,34.256686",空港快捷酒店(西稍门机场大巴店),4.3,['电话：029-84288351/14791112399'],经济型
新城区尚勤路与东七路交汇东北角（近百瑞大厦、万达广场）,2460892,"2016年装修 ,2013年开业 ","108.967595,34.273965",格林豪泰酒店(西安火车站尚勤门店永兴坊美食街店),4.5,['电话：029-88666695/87394119'],经济型
新城区北关正街19号（华润万家对面，近地铁安远门站C出口）,2574080,"2014年装修 ,2013年开业 ","108.948031,34.280424",锦江之星(西安钟楼北门地铁站店),4.7,['电话：029-84506666-0'],经济型
莲湖区莲湖路206号（北马道巷口，近明城墙）,4367483,"2014年装修 ,2014年开业 ","108.925726,34.269374",芒果酒店(明城墙儿童医院店),4.7,['电话：029-62693999'],舒适型
未央区太华北路华远锦悦4号楼（太华北路与永敏路交汇处东北角，紧邻地铁4号线出站口）,182470426,"2018年装修 ,2018年开业 ","108.97332,34.3201",麗枫酒店(西安北大明宫万达余家寨地铁站店),5.0,['电话：029-65666789'],高档型
碑林区金花北路11号（距地铁1号线、3号线通化门地铁站B出口南500米，电子大厦隔壁）,2444309,"2015年装修 ,2010年开业 ","108.995131,34.26543",7天连锁酒店(西安西京医院通化门地铁站店),4.1,['电话：029-82469288'],经济型
莲湖区大兴东路2号（大兴东路与大白杨南路交口）,6113911,"2016年装修 ,2014年开业 ","108.915383,34.286037",锦江之星品尚(西安红庙坡老城根G PARK店),4.8,['电话：029-86312999'],舒适型
碑林区北沙坡路兰蒂斯城2期（地铁3号线延兴门站A出口向西150米）,164725315,"2018年装修 ,2018年开业 ","108.994008,34.245003",都市118精选酒店(西安交通大学店),4.7,['电话：029-82296567'],经济型
未央区三桥新街华润万象城D座（近地铁一号线三桥站B出口）,190419068,"2019年装修 ,2019年开业 ","108.827791,34.291079",维也纳酒店(西安万象城三桥地铁站店),5.0,['电话：029-68528666'],高档型
"新城区尚勤路367号（东三路和尚勤路交口,民乐园步行街东门斜对面）",2444317,"2014年装修 ,2012年开业 ","108.967131,34.267645",7天连锁酒店(西安民乐园万达五路口地铁站店),4.3,['电话：029-87360788/87360799/18729376335'],经济型
未央区明光路72号旭景兴园9号楼（近地铁4号线文景路站C出口、市委市政府）,190436369,"2019年装修 ,2019年开业 ","108.929059,34.33474",维纳斯国际酒店(西安高铁北站凤七明光路店),4.9,['电话：029-68758999'],高档型
莲湖区劳动南路296号（民航天桥南侧紧邻，西稍门机场大巴终点路对面）,658627,"2013年装修 ,2010年开业 ","108.909546,34.255737",西北民航大厦酒店,4.6,['电话：029-82123355/82123398/82123333'],三星级
碑林区雁塔北路与建设西路十字西南（东新科贸电脑城旁，三二三医院东50米）,2514652,"2018年装修 ,2013年开业 ","108.962471,34.235501",大麦酒店(西安科技大学地铁站店),4.4,['电话：029-85463333'],经济型
碑林区东关正街79号（老孙家西隔壁）,2538059,"2015年装修 ,2010年开业 ","108.973864,34.259021",如家酒店(西安明城墙东门永兴坊店),4.4,['电话：029-82480022'],经济型
新城区二马路546号恒丰电脑城一层（近北关正街、方兴大厦）,2444315,"2012年装修 ,2012年开业 ","108.948412,34.284013",7天连锁酒店(西安安远门地铁站北稍门店),4.3,['电话：029-86355777'],经济型
未央区凤城二路3号（近市图书馆地铁站C口）,669438,"2015年装修 ,2009年开业 ","108.949499,34.317464",南方酒店(市图书馆地铁站店),5.0,['电话：029-86183000'],舒适型
雁塔区太白南路与丈八东路交汇处西北角（近永阳公园、绿地笔克）,5298018,"2017年装修 ,2014年开业 ","108.895917,34.199759",橙子酒店(西安高新绿地笔克会展中心店),4.9,['电话：029-63358686/18161924265'],舒适型
雁塔区南二环与朱雀大街交叉口南200米路西朱雀七星国际（近省政务大厅车站）,4338253,"2019年装修 ,2014年开业 ","108.938671,34.227777",朱雀酒店,4.5,['电话：029-86707777'],舒适型
新城区火车站东七路与东六路之间建设巷3号（火车站售票厅南400米）,80516933,"2016年装修 ,2016年开业 ","108.964772,34.273201",友佳宜居酒店,4.7,['电话：029-87452885'],经济型
碑林区四府街45号（长安银行南30米路东）,163004713,"2017年装修 ,2017年开业 ","108.936152,34.256856",相约酒店(钟楼店),3.9,['电话：029-68953816'],经济型
碑林区互助路2号建国饭店院内6号楼（近交通大学、第四军医大学）,2417348,"2011年装修 ,2011年开业 ","108.996333,34.258891",欣燕都连锁酒店(西安互助路店),4.7,['电话：029-83210598'],经济型
雁塔区曲江新区慈恩东路太平堡村83号,185022020,"2019年装修 ,2018年开业 ","108.967345,34.214625",轻住·壹仕德假日酒店(大雁塔南广场店),5.0,['电话：029-89834570/15914380093'],经济型
新城区西一路49号（西一路派出所隔壁、军展大厦旁）,2444386,"2015年装修 ,2012年开业 ","108.958716,34.262015",7天连锁酒店(西安钟楼店),4.4,['电话：029-87386669'],经济型
未央区未央路盛龙广场A区1号楼1单元23楼09室（红星美凯龙和国美电器楼上）,162340367,"2018年装修 ,2018年开业 ","108.945418,34.300337",国美主题酒店(盛龙广场龙首村地铁站店),4.8,['电话：13369298819/13379558819'],经济型
碑林区大学南路129号（近西北大学、西北工业大学）,666992,"2019年装修 ,2008年开业 ","108.922305,34.246106",7天连锁酒店(西安西北大学店),4.5,['电话：029-88412281/13572954564'],经济型
莲湖区西门外西关正街167号（第五人民医院对面，百草堂楼上）,1172313,"2018年装修 ,2011年开业 ","108.917616,34.259551",布丁酒店(西安西稍门机场大巴站店),4.3,['电话：029-81328677-802'],经济型
新城区北新街与西八路交叉口东南角（八路军办事处北20米，后宰门十字北100米）,2444393,"2012年装修 ,2012年开业 ","108.954847,34.274291",7天连锁酒店(西安火车站北大街地铁站店)(原西安火车站北新街店),4.1,['电话：029-89116777'],经济型
雁塔区康宁路6号（西影路与幸福路交汇处南50米）,1542688,"2012年装修 ,2012年开业 ","109.016342,34.237339",锦江之星(西安幸福路店),4.3,['电话：029-89338855-0/17782860559'],经济型
碑林区雁塔北路李家村万达广场1栋1单元一层大厅（近地铁4号线建筑科技大学·李家村站A出口 ）,1525573,"2015年装修 ,2008年开业 ","108.962927,34.242387",雅居连锁酒店(李家村万达地铁站店),4.6,['电话：029-89392339/18700831001'],经济型
莲湖区环城西路南段72号（人人乐向南50米）,682533,"2015年装修 ,2010年开业 ","108.922983,34.257799",7天连锁酒店(西安明城墙西门店)(原西安西门店),4.2,['电话：029-81333088'],经济型
未央区二环北路西段辅路名京九合院7号楼2单元9楼（城北客运站斜对面）,40668694,"2015年装修 ,2015年开业 ","108.943321,34.308943",青柠时尚酒店,4.9,['电话：029-68803339/13310948003'],经济型
碑林区东四道巷1号（近地铁四号线大差市站C出口）,667383,"2017年装修 ,2008年开业 ","108.965387,34.257388",7天连锁酒店(西安东大街大差市地铁站店),4.4,['电话：029-87395288'],经济型
雁塔区雁塔西路168号翔瑞大厦B座7楼（交大一附属医院停车场正对面，陕西省肿瘤医院斜对面）,2634814,"2017年装修 ,2009年开业 ","108.935055,34.217839",祥云酒店(交大一附院大雁塔店),4.1,['电话：029-85277879/13379208423'],经济型
新城区东五路67号（近五路口地铁站D出口）,2451795,"2017年装修 ,2013年开业 ","108.964903,34.270301",锦江之星(西安五路口地铁站机场大巴店),4.9,['电话：029-68511999'],经济型
莲湖区北院门大皮院4号（陕十三隔壁）,162872782,"2018年装修 ,2017年开业 ","108.943285,34.264339",秦小舍青年背包旅馆,4.7,['电话：029-87374787'],经济型
雁塔区唐延路3号卜蜂莲花超市3层（靠近华大影院）,2436291,"2015年装修 ,2013年开业 ","108.89146,34.23566",如家酒店(西安唐延路卜蜂莲花旺座国际城店),4.2,['电话：029-88666691'],经济型
未央区凤城一路19号凤城一号大厦（凤城一路与文景路十字东北角，近地铁2号线市图书馆站B出口）,1496354,"2018年装修 ,2012年开业 ","108.938766,34.314036",西安汇锦商务酒店,4.8,['电话：029-65667888/65667999'],舒适型
临潼区骊山街道人民东路14号（临潼汽车站斜对面，近华清池）,189711784,"2018年装修 ,2019年开业 ","109.217319,34.374249",轻住·米糖主题智能酒店(兵马俑华清池店),5.0,['电话：029-83982222'],经济型
