address,id,info,latlng,name,score,tel,type
未央区未央路33号印象城购物中心,177685388,2018年开业 ,"34.293088,108.947706",IUxHOME爱优家的民宿(龙首村二店),,['电话：4000660190'],民宿
未央区元朔路长乐东苑B区,184931206,,"34.375282,108.953255",五十三号民宿(西安北站店),,['电话：4000660190'],民宿
雁塔区乐游路后村新区后村嘉园,194510929,,"34.226016,108.969604",西安邓伦的民宿(大雁塔店),,['电话：4000660190'],民宿
阎良区大良路101号,747648429,,"34.661656,109.236631",航源商务酒店,,['电话：029-89071818'],舒适型
雁塔区后村西路后村嘉园,193648245,"2019年装修 ,2019年开业 ","34.225823,108.968651",有家美宿(西安大雁塔地铁站店),4.7,['电话：17792523150'],舒适型
雁塔区太白南路39号,195878154,"2019年装修 ,2019年开业 ","34.20684,108.903854",西安柏朗酒店,,['电话：18092259068'],舒适型
碑林区含光北路137号（近省医院，永宁门地铁站）,664332,"2012年装修 ,1998年开业 ","34.245971,108.93274",鸿业大酒店(含光门小雁塔店),4.5,['电话：029-88108802/88108803'],三星级
新城区东大街69号SOLO公寓8层（与尚勤路交汇处）,3281669,"2015年装修 ,2013年开业 ","34.259887,108.967205",西安蓝萨假日酒店(钟楼东大街店),4.5,['电话：029-87659555'],舒适型
碑林区东木头市172号（南大街与东木头市十字向东200米）,71418799,"2016年装修 ,2016年开业 ","34.255796,108.948788",左艺术时尚精品酒店(西安钟楼店),4.8,['电话：029-86677789'],舒适型
莲湖区北大街444号路西（近北门）,2486649,"2016年装修 ,2013年开业 ","34.274564,108.946956",景玉商旅酒店,5,['电话：029-87268115/83668899'],三星级
新城区尚朴路北长巷10号,90320518,"2016年装修 ,2016年开业 ","34.262746,108.951565",玖加壹大酒店,4.2,['电话：029-87563061'],民宿
雁塔区含光南路100号（西安美术学院南隔壁）,678321,"2015年装修 ,2015年开业 ","34.217407,108.931465",臻美文化艺术酒店,4.5,['电话：029-88240088'],民宿
碑林区友谊东路中铁一局西院（李家村十字西北角，中信银行旁院内）,60431704,"2015年装修 ,2015年开业 ","34.241701,108.962966",遇见太空舱睡眠酒店(李家村万达大雁塔店),4.9,['电话：17792706720'],民宿
碑林区雁塔中路33号,74892414,"2013年装修 ,2013年开业 ","34.233271,108.964611",星程酒店(西安大雁塔店),4.6,['电话：'],民宿
碑林区商业步行街兴正元广场（近骡马市步行街）,1498264,"2011年装修 ,2007年开业 ","34.256187,108.950667",兴正元国际酒店,4.6,['电话：029-88121111/85769999/88120666/85761518'],民宿
碑林区南门外珠江时代广场A座6楼,40877760,"2017年装修 ,2015年开业 ","34.248481,108.949716",马里奥精品酒店公寓,4.6,['电话：18191322520'],舒适型
雁塔区乐游东路1号（近大雁塔北广场，大唐芙蓉园）,189309460,"2018年装修 ,2018年开业 ","34.225208,108.972846",西安大唐乐游酒店,4.8,['电话：029-89561888'],舒适型
碑林区西大街32号（鼓楼正对面，竹笆市北口东50米）,664986,"2015年装修 ,2002年开业 ","34.258986,108.944062",美伦酒店(年轮店),4.2,['电话：029-87288888'],舒适型
碑林区长安北路14号（省体育场内）,664894,"2011年装修 ,2011年开业 ","34.23401,108.94486",体育宾馆,4.6,['电话：029-87886600'],舒适型
雁塔区雁南路南侧曲江通善坊7栋3单元,2450679,"2012年装修 ,2012年开业 ","34.210404,108.966257",皇御金廷休闲商务会所,4.8,['电话：029-85331333'],民宿
新城区幸福北路1号万寿路地铁C口（近长乐东路）,658628,"2001年装修 ,2012年开业 ","34.270202,109.016422",黄河宾馆,4.8,['电话：029-82162400'],民宿
碑林区端履门2号柏树林十字城市之心A座,42864513,"2015年装修 ,2015年开业 ","34.256301,108.953614",乐福青年旅舍,4.9,['电话：18918859802'],民宿
碑林区和平路66号（第四医院南500米路西，天阙酒吧正对面）,1456931,"2014年装修 ,2018年开业 ","34.25601,108.962959",神宾酒店(东大街钟楼机场大巴站店),4.7,['电话：029-85760888'],民宿
碑林区骡马市2号（近秦唐一号）,2470299,"2013年装修 ,2013年开业 ","34.256139,108.949597",凯宏大酒店,4.8,['电话：029-87282626/87374788'],民宿
莲湖区西大街社会路8号钟鼓楼广场北侧（同盛祥旁）,1516486,"2010年装修 ,2004年开业 ","34.260623,108.94459",文苑大酒店,4.4,['电话：029-83103000/83103003'],三星级
未央区学府南路五十八中学西侧,179503051,"2018年装修 ,2018年开业 ","34.37077,108.963664",西安雷汀曼酒店(北客站店),4.7,['电话：029-81701158'],舒适型
碑林区友谊西路175号（省行政学院旁）,669039,"2013年装修 ,2008年开业 ","34.241546,108.934179",陕西公务员大厦,4.8,['电话：029-85560888/85565366/85565866'],民宿
碑林区南大街70号（近钟楼饭店）,664911,"2009年装修 ,1988年开业 ","34.257313,108.946099",西安城市酒店,4.2,['电话：029-87219988'],三星级
碑林区和平路东羊市7号马厂子十字东南角（近菊花园大差市）,1480567,2008年开业 ,"34.256595,108.961127",宫寓连锁酒店,4.7,['电话：029-87527007'],民宿
雁塔区雁引路副1号,674128,"2010年装修 ,2010年开业 ","34.22159,108.966553",雁苑宾馆(大雁塔店),4.5,['电话：029-88109900/88109900'],民宿
碑林区环城南路西段136号（近回民街）,2380988,"2011年装修 ,2000年开业 ","34.250608,108.933418",含光门大酒店,4.7,['电话：029-88410888'],民宿
临潼区灞临路营背后村西北200米（骊山森林公园，近华清池）,76292170,"2016年装修 ,2016年开业 ","34.354751,109.200186",后瀛民宿,4.1,['电话：029-83931118'],舒适型
莲湖区西大街265号,111721805,"2016年装修 ,2016年开业 ","34.259771,108.93513",和家精品酒店(西安钟楼回民街店),4.7,['电话：029-89502666'],民宿
雁塔区朱雀大街长安西路14号紫郡长安小区,123035469,"2017年装修 ,2017年开业 ","34.191659,108.938642",栖隅酒店(会展中心电视塔店),4.8,['电话：029-82221999'],舒适型
碑林区友谊东路38号（距离交大南门50米、南二环100米）,193561627,"2019年装修 ,2019年开业 ","34.241082,108.981748",西安缱舍酒店,5,['电话：029-88853699'],舒适型
莲湖区大兴东路龙湖moco一号楼二号厅（汉庭内）,168976733,"2018年装修 ,2018年开业 ","34.285334,108.919245",栖隅酒店,4.5,['电话：029-65655665/15829755122'],舒适型
碑林区太乙路空军医院东100米,42825525,"2015年装修 ,2013年开业 ","34.243109,108.969186",武警招待所(秦武大厦店),4.7,['电话：18821710839'],民宿
雁塔区永松路99号,1500564,"2011年装修 ,2008年开业 ","34.230167,108.924493",玥瑶假日酒店,4.7,['电话：029-62890099/62890088'],民宿
碑林区西南城角景寓学府东区9号楼713室（丰庆路东口）,63502586,"2015年装修 ,2015年开业 ","34.24829,108.919888",雅宿主题酒店(西北大学店),4.8,['电话：029-84217788'],民宿
莲湖区西北三路15号（地铁一号线洒金桥站B出口向北50米）,2485579,"2013年装修 ,2013年开业 ","34.270633,108.933168",陕西晶顿酒店,4.7,['电话：029-86600007'],民宿
莲湖区莲湖路36号（近莲花池街）,674234,"2012年装修 ,2002年开业 ","34.269635,108.94353",金海大酒店,4.3,['电话：029-87335505/87335228'],民宿
雁塔区二环南路西段108号紫竹花园大厦A座（太白立交东南角）,4284277,"2013年装修 ,2012年开业 ","34.231615,108.925012",卡森酒店(二环南路店),4.5,['电话：029-89195839/89189130/88605666'],民宿
新城区钟楼案板街平安市场内28号（案板街南口）,83076,"2008年装修 ,1992年开业 ","34.260388,108.949672",德发长酒店,4.5,['电话：029-87676658'],民宿
新城区南新街28号（省政府往南200米路西）,664935,"2014年装修 ,2006年开业 ","34.2622,108.953777",德邻酒店,4.5,['电话：029-87288666/87283366'],民宿
未央区北二环中段669号（明珠家居正对面）,669313,"2012年装修 ,2008年开业 ","34.310559,108.957836",晶海酒店,4.8,['电话：029-86178888'],民宿
未央区经开区凤城四路国际企业中心B座（距世纪金花300米，近凤城五路地铁站B口）,177216611,"2018年装修 ,2018年开业 ","34.326102,108.942639",悦莅酒店,4.9,['电话：029-89530888/18629106842'],舒适型
"莲湖区钟楼宏府嘉会广场A座8008室（靠近钟楼,在民生百货和新世界百货之间）",3301591,"2015年装修 ,2014年开业 ","34.262707,108.946342",钟楼宏府壹号公寓酒店,4.5,['电话：029-87395587'],民宿
雁塔区翠华南路229号挚友大厦1楼,193627937,"2019年装修 ,2019年开业 ","34.220092,108.956858",H酒店·西安大雁塔地铁站店,4.8,['电话：029-86612777/18049579824/13201454006'],舒适型
碑林区朱雀门内广济街38号,664950,"2014年装修 ,1998年开业 ","34.254666,108.93876",建苑大厦,4.7,['电话：029-87606999/87606868/87606969'],民宿
雁塔区长安南路84号(近麦德龙、电视塔、国际会展中心，与陕西社会主义学院同院),670788,"2013年装修 ,2010年开业 ","34.192145,108.944821",长安雅集大厦,4.6,['电话：029-85568999/85376232'],民宿
碑林区骡马市步行街20号（兴正元广场B座对面）,189575148,"2018年装修 ,2019年开业 ","34.256859,108.95004",丽班酒店(钟楼骡马市步行街店 ),4.9,['电话：029-88861616'],舒适型
新城区长缨东路233号（故乡润土对面）,162950791,"2017年装修 ,2017年开业 ","34.277761,109.003225",景玉和悦酒店(长缨路店),4.6,['电话：029-89628899'],舒适型
雁塔区丈八东路5号（电视塔西侧，地铁2号线会展中心站A2出口向西200米）,1520060,"2016年装修 ,2010年开业 ","34.198624,108.942216",佳恒富都酒店,4.7,['电话：029-85566888'],舒适型
雁塔区锦业二路和丈八五路交汇处向西100米路南（近腾业南院小区大门）,103082146,"2016年装修 ,2016年开业 ","34.182177,108.859246",花容悦酒店(高新区锦业二路店),4.8,['电话：029-81113886/81113889'],舒适型
未央区凤城一路24号泰德紫玉公馆第四幢一单元1层,191483754,"2019年装修 ,2018年开业 ","34.312434,108.939271",H酒店(西安凤城一路店),5,['电话：029-89636868'],舒适型
长安区北长安街229号（凤栖原地铁站C出口南200米）,177543477,"2019年装修 ,2019年开业 ","34.165719,108.945891",H酒店(西安航天总医院凤栖原地铁站店),5,['电话：029-85877719/18792785916'],舒适型
雁塔区高新区大寨路6号（莱安逸珲东侧，大寨路与丈八北路十字东300米）,160414094,"2017年装修 ,2017年开业 ","34.244774,108.877244",西安馨美寓公寓酒店(西安高新店),4.8,['电话：029-88773373/18292002789'],舒适型
未央区灞柳西路浐灞半岛A13区1号楼,179536189,"2018年装修 ,2018年开业 ","34.324699,109.038544",西安5豪酒店,4.5,['电话：029-83536801'],舒适型
未央区凤城十一路与文景路交汇处文景商务广场1号楼,165389004,"2017年装修 ,2018年开业 ","34.356031,108.937888",西安德美豪墅酒店,4.8,['电话：029-89666188'],舒适型
新城区东五路83号民安大厦A座3楼（距万达广场100米，近五路口地铁站D出口）,92349597,"2016年装修 ,2016年开业 ","34.270499,108.964299",轻住.感受主题酒店(万达广场五路口地铁站店),5,['电话：029-89125858'],舒适型
莲湖区大庆路101号（玉祥门转盘西200米路北，距地铁一号线玉祥门地铁站A出口100米）,1153811,"2016年装修 ,2011年开业 ","34.270019,108.918841",南方酒店(玉祥门地铁站店),5,['电话：029-88653588'],舒适型
临潼区秦陵北路秦景园小区1号楼1层（森林雨火锅旁）,165489555,"2018年装修 ,2018年开业 ","34.381745,109.236196",宜必思酒店(西安临潼兵马俑景区店),4.7,['电话：029-65605888/13201741188'],舒适型
未央区北三环大明宫建材市场石材城东区昭远门路88号,66098697,"2016年装修 ,2016年开业 ","34.368619,108.986959",保龙假日酒店,4.6,['电话：029-89329999'],舒适型
新城区东大街7号消防中队西侧（巷内北50米）,2550519,"2014年装修 ,2014年开业 ","34.260343,108.969043",梦飞翔龙酒店(钟楼永兴坊店),4.8,['电话：029-87418333'],舒适型
莲湖区北关正街36号（安远门地铁站北100米）,674198,"2018年装修 ,2003年开业 ","34.28358,108.9467",气象宾馆(西安钟楼北安远门地铁站店),4.6,['电话：029-86281001'],舒适型
雁塔区西影路63号（大雁塔地铁站D出口东500米）,194451464,"2019年装修 ,2019年开业 ","34.223602,108.970296",意境Gspa香薰星空酒店,4.8,['电话：15802996998'],民宿
碑林区南大街113号百货大厦1楼,194494559,"2019年装修 ,2019年开业 ","34.255864,108.947689",西安百货大厦酒店,,['电话：029-89621666/15353492931'],经济型
未央区浐灞生态区浐灞大道1366号,4840958,"2014年装修 ,2014年开业 ","34.314428,109.03334",工商管理硕士学院学术交流中心,4.7,['电话：029-83337333'],舒适型
碑林区环城南路东段宏信花园小区1号楼1层（陕西会客厅旁，距2号线永宁门地铁站200米）,177397685,"2018年装修 ,2017年开业 ","34.250011,108.950466",华清盛汤酒店,4.2,['电话：029-65617777'],舒适型
雁塔区丈八三路与锦业路十字路口西南角150米旗远锦樾2号楼（锦业一路和丈八三路十字西北角近棉业路）,51189862,"2015年装修 ,2017年开业 ","34.192436,108.87447",诺宝酒店,4.6,['电话：15591871358/18209181599'],舒适型
未央区未央路33号印象城,165856813,"2018年装修 ,2018年开业 ","34.294436,108.948083",瑶蘭公寓,,['电话：13770098633'],舒适型
碑林区东柳巷综合楼541室,187860739,2018年开业 ,"34.258139,108.95308",西安栖游记酒店,,['电话：18710610366'],民宿
莲湖区丰庆路御溪望城4号楼四层,195032572,"2019年装修 ,2019年开业 ","34.251525,108.919708",西安莱昂电竞酒店,4.7,['电话：17802937296'],舒适型
雁塔区电子西街与电子四路交汇处西北角,95250766,"2016年装修 ,2016年开业 ","34.205497,108.912127",西京酒店(高新电子城店),4.8,['电话：029-88273333'],舒适型
碑林区仁义路珠江时代广场A座艾斯汀国际公寓718室（南门广场东南角）,50084356,"2015年装修 ,2013年开业 ","34.248548,108.948828",唐韵公寓酒店(钟鼓楼城墙南门店),4.6,['电话：029-85408716/15398093659/18191851415'],舒适型
雁塔区大雁塔北广场西北角,93270689,"2016年装修 ,2016年开业 ","34.223527,108.963597",永丰酒店(曲江大雁塔北广场店),4.6,['电话：029-85563311/85563322'],舒适型
未央区凤城七路与文景路交汇处西200米路北科研大厦一层（汉神购物广场西侧）,169435304,"2018年装修 ,2018年开业 ","34.337775,108.935411",西安格瑞佳酒店,5,['电话：029-87528888/19929977471'],舒适型
灞桥区柳雪路996号,95123357,"2016年装修 ,2016年开业 ","34.288064,109.089357",水墨长安艺术酒店,4.7,['电话：029-83623900'],舒适型
碑林区东柳巷综合楼118号（钟楼回民街东500米，东大街与端履门交汇南100米）,184217375,"2018年装修 ,2018年开业 ","34.258202,108.953311",轻住·西安丝路风情精选酒店,5,['电话：029-87366606/18133969377'],舒适型
雁塔区翠华路1438号瓦胡同小区1号楼西侧（近国展中心）,163445163,"2017年装修 ,2017年开业 ","34.198319,108.953551",西安创逸精品酒店,4.6,['电话：029-62385777'],舒适型
碑林区东大街骡马市22号（近锦江之星）,665957,"2016年装修 ,2007年开业 ","34.25685,108.950121",佰连商务酒店(钟楼骡马市店),4.9,['电话：029-87286000'],舒适型
碑林区东大街菊花园19号（近钟鼓楼、回民街）,192814844,"2019年装修 ,2019年开业 ","34.258013,108.957215",嘉·唐巢智能网红酒店,5,['电话：029-87366969'],舒适型
未央区未央湖旅游开发区阳光大道1号（近未央湖公园）,6701216,"2011年装修 ,2000年开业 ","34.399492,108.980277",西安华浮宫酒店,4.5,['电话：029-86677777'],三星级
雁塔区锦业路与丈八一路交口东北角旺都国际大厦C座,175236771,"2018年装修 ,2018年开业 ","34.195683,108.885159",南方酒店(锦业路店),5,['电话：029-89615888'],舒适型
新城区解放路与西六路交汇处西北角（近地铁1/4号线五路口站A出口、近火车站）,169384393,"2018年装修 ,2018年开业 ","34.272,108.962525",H酒店·西安火车站五路口地铁机场大巴店,5,['电话：029-89626249'],舒适型
未央区欧亚大道666号欧亚国际A座18层,179279422,"2018年装修 ,2018年开业 ","34.331196,109.015982",自由人酒店,4.9,['电话：029-83748888/15339082156'],舒适型
莲湖区北大街宏府嘉会B座6008号（钟楼地铁站A口出左转弘盛公寓酒店进）,85499732,"2015年装修 ,2016年开业 ","34.262168,108.94595",西安钟楼亚朵尚品酒店(回民街钟楼地铁站店),4.6,['电话：17791598289'],民宿
未央区凤城五路赛高街区世纪金花3号楼3单元602,169291779,"2018年装修 ,2018年开业 ","34.329037,108.946266",西安千寻民宿,4.1,['电话：15509118033'],民宿
莲湖区枣园西路229号的士广场,947813315,"2019年装修 ,2019年开业 ","34.283543,108.855395",凯里亚德酒店(西安皂河地铁站店),,['电话：029-65655588'],舒适型
户县涝滨南路水岸新城西门北100米,41643674,"2015年装修 ,2015年开业 ","34.104018,108.591035",新航大酒店(原国航酒店),4.2,['电话：029-89016666'],高档型
雁塔区吉祥路183号（吉祥路人行天桥路北，太白南路地铁站D3出口）,42885747,"2015年装修 ,2015年开业 ","34.224321,108.920397",金商时代酒店(太白南路地铁站),4.1,['电话：029-87777773'],高档型
新城区建工路新城科技产业园华企大厦5楼（近华清学院）,124080633,"2017年装修 ,2016年开业 ","34.245275,109.009261",乐舒酒店(西安建工路华清学院店),4.2,['电话：029-65671555/15129010516/18893328808'],高档型
莲湖区环城西路328号（玉祥门外转盘南150米路西）,1531962,"2011年装修 ,2001年开业 ","34.267293,108.921914",紫金山大酒店,3.9,['电话：029-87668699/87668888'],高档型
新城区华清东路186号（火车东站对面）,1098794,"2011年装修 ,2011年开业 ","34.28732,109.006659",西安鑫福莱大酒店,4,['电话：029-82500000/82695559'],高档型
雁塔区富鱼路81号,72980954,"2016年装修 ,2016年开业 ","34.237656,108.861792",H酒店·西安外事学院精品店,4.9,['电话：029-88881889'],高档型
碑林区咸宁西路交大街1号（理工大学南门对面）,1466280,"2011年装修 ,2011年开业 ","34.250375,108.993338",苹果之歌设计师酒店(交通大学店),4.5,['电话：029-82283555'],高档型
新城区长乐中路93号,664933,"2004年装修 ,1988年开业 ","34.270072,109.00229",万年大酒店,4.1,['电话：029-82596666/82596918/82596999'],四星级
碑林区钟楼南大街32号中大国际北侧（近钟鼓楼步行街）,664934,"2012年装修 ,2009年开业 ","34.254616,108.946453",西安天阅酒店,4.3,['电话：029-87632222/87632255'],高档型
户县甘亭镇西街西转盘十字东北角,6298082,"2018年装修 ,2014年开业 ","34.108313,108.599823",汇尊大酒店(户县大十字店),4.6,['电话：029-89017888'],高档型
未央区未央路80号盛龙广场1号楼6层（大明宫西地铁B口向南400米）,193107873,"2019年装修 ,2019年开业 ","34.300022,108.946411",星程轻居酒店(西安大明宫西盛龙广场店),4.7,['电话：029-86331818'],高档型
新城区东大街炭市街3号（近钟鼓楼、回民街）,1390170,"2012年装修 ,2011年开业 ","34.261429,108.956207",华威商务酒店,4,['电话：029-87446666/87388422/87388512'],高档型
雁塔区二环南路西段铁通大厦一楼（人才市场对面）,157751116,"2019年装修 ,2018年开业 ","34.231181,108.926506",西安铁通精品商务酒店(电子科大太白立交印象城店),5,['电话：029-82333888/82333502'],高档型
碑林区友谊西路352号凯瑞大厦（边家村十字向西150米西工大南门对面）,6686619,"2014年装修 ,2014年开业 ","34.240787,108.919084",莱卡酒店,4.5,['电话：029-88484888'],高档型
未央区二环北路市政馨苑6号楼（未央立交桥东南侧，宜必思酒店旁）,5692564,"2016年装修 ,2013年开业 ","34.30901,108.949764",铂金丽宫酒店,4.3,['电话：029-86100009'],高档型
未央区凤城二路大明宫万达广场5号公寓对面（农业银行东50米，距地铁4号线余家寨站C口50米）,165639243,"2018年装修 ,2018年开业 ","34.317343,108.974337",非繁·桦美酒店(西安大明宫万达广场地铁站),4.6,['电话：029-63393328/15129049501'],高档型
未央区秦川路99号（近红旗厂、大明宫建材市场）,6167216,"2018年装修 ,2014年开业 ","34.361606,108.976983",港龙大酒店,4.4,['电话：029-89168999'],高档型
临潼区陕鼓大道39号群星莱骊二期南2门9号楼（芷阳湖与建设银行交叉路北50米，近西安科技大学）,162662645,"2017年装修 ,2017年开业 ","34.371604,109.190042",喆·啡酒店(西安临潼兵马俑华清池景区店),5,['电话：029-83931122/029-83937799/13893744355/18729213567'],高档型
碑林区东大街菊花园9号（近地铁二号线钟楼站、钟鼓楼）,1027228,"2011年装修 ,2010年开业 ","34.257249,108.957288",富森城市酒店,4.7,['电话：029-87397398'],高档型
雁塔区曲江新区翠华南路17号（近西安植物园）,6253277,"2014年装修 ,2014年开业 ","34.206525,108.956796",百事特威酒店(西安曲江店),4.9,['电话：029-88896888'],高档型
莲湖区莲湖路洒金桥十字北300米（地铁洒金桥站旁，近西北三路）,665818,"2015年装修 ,2019年开业 ","34.271559,108.933389",含光君悦酒店,5,['电话：029-87338999'],高档型
新城区解放路与东六路交汇处东50米，近民乐园万达广场（近解放路）,70571634,"2014年装修 ,2014年开业 ","34.271529,108.964852",民幸精品酒店,4.6,['电话：029-88890222/87364857'],高档型
雁塔区西影路63号（市委党校斜对面）,165644929,2014年开业 ,"34.223576,108.970309",丽途精选酒店,4.5,['电话：029-88665000'],高档型
未央区朱宏路与北二环交叉口南500米紫郡华宸B座,163926923,"2017年装修 ,2018年开业 ","34.304374,108.924395",希岸酒店(西安汉城湖风景区店),4.9,['电话：029-86231999'],高档型
未央区凤城三路与贞观路交汇处北50米路东（紧邻西安市第三医院、近四海唐人街）,63063794,"2016年装修 ,2016年开业 ","34.322496,108.960583",和玺酒店(市图书馆大明宫万达余家寨地铁站店),4.4,['电话：029-86102222'],高档型
临潼区人民西路8号,2464200,"2012年装修 ,2012年开业 ","34.375642,109.204149",骊山国际假日酒店,4.4,['电话：029-83881111'],高档型
未央区凤城九路135号（凤城九路与朱宏路交叉口东50米路北，地铁4号线凤城九路站A出口西500米）,187708512,"2018年装修 ,2018年开业 ","34.347696,108.922177",星程酒店(西安北客站行政中心店),4.7,['电话：029-81619555/15339087756'],高档型
碑林区环城南路68号（阳光丽都大剧院东100米，西安碑林博物馆对面）,5732706,"2015年装修 ,2014年开业 ","34.250717,108.958507",凯拉斐尔尚品酒店(南门店),4.3,['电话：029-82297777'],高档型
莲湖区大兴东路50号（近太奥广场、汉城湖景区）,177460793,"2018年装修 ,2018年开业 ","34.285811,108.898011",H酒店·西安太奥汉城湖店,5,['电话：029-86699000-0/18149212529'],高档型
碑林区西何家村18号（近二环路南段太白立交，西安电子科技大学北校区斜对面）,1048704,"2011年装修 ,2011年开业 ","34.235178,108.92547",西荷丰润大酒店,4.2,['电话：029-81332222/85360857'],高档型
